,actual,predicted
0,0.000157952930026852,0.0
1,0.00014479018585794766,1.584396053877294e-08
2,0.00014479018585794766,4.5644261293541454e-08
3,0.00014479018585794766,1.0169450393280634e-07
4,0.00013162744168904332,2.071172505159208e-07
5,9.213920918233033e-05,4.0540282241612445e-07
6,6.581372084452166e-05,7.783504111202842e-07
7,3.9488232506713e-05,1.479812675020419e-06
8,3.9488232506713e-05,2.7991640783286646e-06
9,3.9488232506713e-05,5.280674011348172e-06
10,3.9488232506713e-05,9.94802386468518e-06
11,2.6325488337808663e-05,1.8726566908427154e-05
12,2.6325488337808663e-05,3.523744980175104e-05
13,1.3162744168904333e-05,6.629092360756608e-05
14,1.3162744168904333e-05,0.0001246939171867721
15,0.0,0.0002345266692229608
16,0.00013162744168904332,0.0004410531112622302
17,0.00038171958089822566,0.0008293106346450763
18,0.00040804506923603433,0.0015588973227891427
19,0.0008160901384720688,0.002928776287169041
20,0.0014873900910861897,0.0054969666914682904
21,0.0018691096719844153,0.010298001694079826
22,0.002356131206233876,0.019225524744064176
23,0.0032248723213815617,0.035662967541206674
24,0.006120676038540515,0.06538313214381686
25,0.00859527194229453,0.11739011508925505
26,0.01029326594008319,0.20335948560097655
27,0.013465487284789133,0.33276762693626505
28,0.015255620491760123,0.5019021318918144
29,0.018941188859053337,0.6846735748084098
30,0.024745959037540146,0.8419844667547799
31,0.0267335334070447,0.9465307574985067
32,0.04772811035644711,0.995084499456009
33,0.059298162480914025,0.9999999999999999
34,0.07455378297267415,0.9766327614367839
35,0.09361343652924761,0.93714755925739
36,0.11925446217027326,0.8895791130225857
37,0.15879534565366188,0.8387846649700134
38,0.1952956352340336,0.7875627550051322
39,0.2524219449270784,0.737471428481113
40,0.2818538408887485,0.6893436902261196
41,0.31369451903332807,0.6435934544367243
42,0.3669641446848839,0.6003931917652503
43,0.4149949981572158,0.559776663816213
44,0.4661454219975781,0.521698618813662
45,0.5509793081661665,0.48606977757031977
46,0.6212157110514399,0.45277752888894085
47,0.6990601800663402,0.4216982662332289
48,0.741049333965145,0.39270477089343636
49,0.7846575053967251,0.36567062014032314
50,0.823329647764966,0.34047278573853507
51,0.8627389038066656,0.3169931192819108
52,0.9144553256462907,0.2951191466962323
53,0.938635286684568,0.2747444316356078
54,0.9724372137103143,0.2557686696014696
55,0.9904833359658821,0.23809761485413092
56,0.9782156584004633,0.22164290518782148
57,0.9829410835571,0.20632182638647587
58,0.9999999999999999,0.1920570434127475
59,0.9772284525877954,0.1787763158915343
60,0.93849049649871,0.16641220926514422
61,0.884694361080398,0.15490180894278813
62,0.8655557310588111,0.1441864420877494
63,0.8317011530563891,0.13421140988670816
64,0.783841415258253,0.12492573196257886
65,0.7486968883272784,0.11628190378300433
66,0.6963486547675459,0.10823566737681044
67,0.661256778813247,0.1007457953225589
68,0.6219264992365607,0.09377388772783843
69,0.5931132522508292,0.08728418177751833
70,0.5750802927394303,0.08124337333027362
71,0.5347628073500763,0.07562044999192083
72,0.49164165745274574,0.07038653506858487
73,0.4599984204706997,0.0655147417965171
74,0.43209340283262254,0.060980037250945335
75,0.4159953667140526,0.05675911535191647
76,0.39376349181277315,0.05283027840498599
77,0.3775733164850208,0.049173326638323536
78,0.37582267151055654,0.045769455223807355
79,0.3525641025641026,0.042601158296206594
80,0.33314905491496866,0.03965213951149714
81,0.2985178750065814,0.03690722871219003
82,0.2846311799083873,0.03435230428875502
83,0.2695598378349918,0.031974220865749116
84,0.2512241352077081,0.029760741943027105
85,0.2463407571210446,0.027700477163487103
86,0.2305191386300216,0.025782823892184056
87,0.21455272995314065,0.023997912814232792
88,0.20518085610488074,0.022336557277281517
89,0.19494024114147318,0.020790206123988898
90,0.18569999473490234,0.019350899775274412
91,0.18186963618175117,0.018011229341927615
92,0.17451166219133366,0.016764298543351392
93,0.16529774127310062,0.015603688285982107
94,0.1509503501289949,0.01452342365638255
95,0.14683041120412785,0.013517943198599744
96,0.14194703311746434,0.012582070331864934
97,0.14089401358395198,0.011710986719032198
98,0.13686621386826725,0.010900207486833652
99,0.14176275469909966,0.010145558163741946
100,0.13570789238140368,0.009443153196828827
101,0.12623071657979257,0.008789375966519679
102,0.12005738956457643,0.008180860180811636
103,0.11400252724688043,0.007614472554848533
104,0.11119886273890381,0.007087296677711808
105,0.10560469646711947,0.0065966179952012885
106,0.10567051018796399,0.006139909886540656
107,0.09773337545411467,0.005714820600804773
108,0.10157689675143475,0.005319161206767202
109,0.10119517717053651,0.004950894271113756
110,0.09787816563997262,0.004608123428013509
111,0.09266571894908651,0.0042890835608458385
112,0.09269204443742432,0.003992131770784935
113,0.08029273943031644,0.0037157388678660305
114,0.07433001632180276,0.003458481544840859
115,0.07173695572052861,0.0032190350048705
116,0.06861738535249828,0.0029961661858179714
117,0.07190807139472437,0.002788727369626219
118,0.07135523613963039,0.0025956503114655865
119,0.07250039488232507,0.00241594070388297
120,0.0698283578160375,0.002248673090962343
121,0.06577423261201495,0.0020929860717244144
122,0.05915337229505607,0.0019480778941758186
123,0.05663928815879535,0.0018132023000349575
124,0.05366450797662297,0.0016876647067255112
125,0.054059390301690095,0.001570818608090662
126,0.05379613541831201,0.0014620622664778488
127,0.05754751750644974,0.0013608355949379653
128,0.05899541936502922,0.00126661729056842
129,0.07034170483862476,0.001178922134239144
130,0.07073658716369188,0.001097298506394516
131,0.06869636181751172,0.0010213260483715482
132,0.07267151055652082,0.0009506135095432865
133,0.07447480650766072,0.0008847967219683976
134,0.07862107092086558,0.0008235367345020072
135,0.08355709998420471,0.0007665180588798935
136,0.08791396830411204,0.0007134470525787488
137,0.0896251250460696,0.0006640504000029261
138,0.09464013057442215,0.0006180737108196787
139,0.09442952666771968,0.0005752802048026955
140,0.09686463433896698,0.0005354494969178155
141,0.09431106197019955,0.0004983764585401753
142,0.09593007950297479,0.0004638701643796955
143,0.08624229979466119,0.0004317529064544947
144,0.08529458221450008,0.00040185928126444437
145,0.08591323119043859,0.0003740353360488442
146,0.08226715105565208,0.0003481377775247859
147,0.08285947454325278,0.00032403323269875885
148,0.0771600063181172,0.00030159756296109237
149,0.07669931027220556,0.000280715224093118
150,0.07409308692676249,0.00026127867168417913
151,0.06969673037434844,0.00024318780703018466
152,0.06910440688674775,0.00022634946170827427
153,0.06877533828252515,0.00021067691784644815
154,0.06761701679566157,0.00019608946131251793
155,0.06630074237877112,0.0001825119663758584
156,0.06576106986784605,0.0001698745083755407
157,0.06685357763386511,0.00015811200413397205
158,0.06928868530511241,0.00014716387618427998
159,0.06880166377086296,0.00013697374145331327
160,0.06859105986416048,0.0001274891201850469
161,0.0692360343284368,0.00011866116641386619
162,0.07072342441952298,0.00011044441563449396
163,0.07339546148581057,0.00010279655145583481
164,0.07738377296898857,9.56781868602086e-05
165,0.08279366082240826,8.905266218031804e-05
166,0.08645290370136366,8.288585547761121e-05
167,0.08880903490759753,7.714600763624191e-05
168,0.09123097983467593,7.180355798862718e-05
169,0.09542989522455642,6.683099287799778e-05
170,0.10076080661296268,6.22027031817309e-05
171,0.10640762386142263,5.7894853180032494e-05
172,0.1099484020428579,5.3885257073446355e-05
173,0.11291001948086136,5.015326542236902e-05
174,0.11167272152898436,4.667965813783156e-05
175,0.11563470752382457,4.3446546127335585e-05
176,0.11991259937871848,4.043727857041064e-05
177,0.12946875164534302,3.763635772643479e-05
178,0.13369399252356132,3.502935859540187e-05
179,0.1391565313536566,3.260285511979889e-05
180,0.13984099405043965,3.0344350582186534e-05
181,0.13978834307376403,2.8242213671968558e-05
182,0.14998946980466488,2.6285618189597992e-05
183,0.15574158900647608,2.4464487655351963e-05
184,0.16205970620755014,2.2769443079532393e-05
185,0.16775917443268573,2.1191754968601156e-05
186,0.17626230716579794,1.972329808536342e-05
187,0.17746011688516822,1.8356509861893033e-05
188,0.18146159111251514,1.708435121660568e-05
189,0.19201811193597643,1.5900270516602896e-05
190,0.20127152108671617,1.4798169642602664e-05
191,0.20523350708155635,1.3772372758512275e-05
192,0.21392091823303322,1.2817596922847636e-05
193,0.22155530985099775,1.1928925022965047e-05
194,0.22320065287211077,1.1101780325016672e-05
195,0.22646501342599906,1.0331903016447843e-05
196,0.23183541304691202,9.61532816757429e-06
197,0.237482230295372,8.948365400514889e-06
198,0.23890380666561364,8.327579805764003e-06
199,0.24073342810509135,7.749774320252633e-06
